10,20,0.5984,0.5165
10,40,0.684,0.505
10,60,0.7153,0.5
10,80,0.7412,0.5185
10,100,0.7462,0.4575
30,20,0.674,0.5195
30,40,0.7297,0.5395
30,60,0.784,0.581
30,80,0.7732,0.5285
30,100,0.8251,0.526
50,20,0.6916,0.571
50,40,0.7619,0.563
50,60,0.7753,0.548
50,80,0.8254,0.5785
50,100,0.8228,0.5285
70,20,0.7139,0.568
70,40,0.7611,0.5725
70,60,0.8091,0.5605
70,80,0.8258,0.5435
70,100,0.8336,0.5555
90,20,0.6909,0.5555
90,40,0.777,0.5585
90,60,0.7975,0.5735
90,80,0.8184,0.5715
90,100,0.8451,0.5495
